name,category,price,sales,rating
Product_193,Electronics,17082.63,247,4.4
Product_194,Electronics,16906.33,723,5.0
Product_195,Fashion,11523.96,658,1.7
Product_196,Fashion,8916.12,660,3.2
Product_197,Books,503.08,469,3.2
Product_198,Sports,2907.33,864,2.6
Product_199,Electronics,17977.4,881,1.2
Product_200,Home & Kitchen,15367.51,905,2.0
Product_201,Electronics,15811.96,621,3.3
Product_202,Sports,16363.02,164,3.3
Product_203,Sports,640.14,43,1.1
Product_204,Sports,13660.73,480,2.7
Product_205,Home & Kitchen,9206.07,817,2.7
Product_206,Home & Kitchen,4123.54,547,4.6
Product_207,Sports,4506.52,781,1.5
Product_208,Sports,13196.78,921,1.1
Product_209,Beauty,18246.38,896,3.6
Product_210,Fashion,4920.55,107,4.1
Product_211,Beauty,13314.7,583,4.3
Product_212,Fashion,1123.36,601,3.5
Product_213,Electronics,1028.34,8,3.2
Product_214,Books,18945.89,929,3.8
Product_215,Beauty,946.68,703,2.5
Product_216,Beauty,11031.18,401,1.5
Product_217,Fashion,2868.79,558,4.4
Product_218,Fashion,12717.16,500,1.8
Product_219,Fashion,18144.73,421,1.1
Product_220,Books,17881.49,765,4.0
Product_221,Home & Kitchen,8827.32,342,2.6
Product_222,Electronics,19905.92,859,4.9
Product_223,Electronics,18798.38,500,2.4
Product_224,Sports,7065.73,214,3.9
Product_225,Books,11757.8,387,2.8
Product_226,Electronics,5815.86,159,1.8
Product_227,Books,11220.8,117,3.6
Product_228,Fashion,10059.31,830,4.7
Product_229,Electronics,17477.62,501,4.7
Product_230,Fashion,2868.38,509,1.1
Product_231,Sports,6235.38,691,1.7
Product_232,Fashion,15703.5,597,2.6
Product_233,Books,18333.3,701,2.2
Product_234,Books,3822.77,477,2.8
Product_235,Home & Kitchen,1358.45,139,5.0
Product_236,Sports,7841.11,85,3.5
Product_237,Fashion,7276.46,331,3.4
Product_238,Home & Kitchen,9658.5,110,1.2
Product_239,Beauty,13785.93,81,1.3
Product_240,Fashion,3538.56,357,4.5
Product_241,Sports,4431.57,429,5.0
Product_242,Sports,735.13,368,4.9
Product_243,Home & Kitchen,2712.32,790,1.7
Product_244,Beauty,1853.57,963,3.2
Product_245,Home & Kitchen,6080.2,242,4.8
Product_246,Electronics,10210.0,75,3.7
Product_247,Beauty,2268.88,64,3.2
Product_248,Electronics,17391.46,609,4.4
Product_249,Books,1159.4,936,1.1
Product_250,Beauty,13692.09,325,2.5
Product_251,Sports,3858.38,937,1.9
Product_252,Home & Kitchen,19842.2,846,4.1
Product_253,Beauty,8186.26,686,4.8
Product_254,Books,5579.88,528,4.1
Product_255,Sports,4857.06,195,4.0
Product_256,Fashion,4349.81,463,1.5
Product_257,Electronics,1982.6,981,4.3
Product_258,Electronics,17900.61,175,4.2
Product_259,Electronics,6211.22,387,4.2
Product_260,Home & Kitchen,13431.76,838,1.2
Product_261,Home & Kitchen,932.53,938,3.8
Product_262,Fashion,16644.05,228,4.4
Product_263,Fashion,14244.99,107,3.6
Product_264,Books,11266.35,590,2.5
Product_265,Beauty,1777.78,433,3.0
Product_266,Books,2367.75,596,2.6
Product_267,Electronics,16817.54,642,2.5
Product_268,Sports,9964.84,243,4.5
Product_269,Books,12608.3,33,1.6
Product_270,Sports,3313.21,991,3.4
Product_271,Fashion,17110.29,223,2.3
Product_272,Fashion,6062.18,1,4.4
Product_273,Books,3804.58,413,2.8
Product_274,Fashion,15775.1,793,4.9
Product_275,Fashion,16945.42,592,1.1
Product_276,Electronics,524.75,74,1.8
Product_277,Electronics,4196.3,736,2.7
Product_278,Books,14754.3,270,3.1
Product_279,Fashion,2128.21,450,1.2
Product_280,Home & Kitchen,19353.68,269,3.8
Product_281,Beauty,3698.14,64,3.3
Product_282,Home & Kitchen,5080.87,289,2.5
Product_283,Electronics,15471.64,406,2.9
Product_284,Beauty,15858.48,248,1.8
Product_285,Fashion,8055.93,605,1.6
Product_286,Books,6384.54,720,3.2
Product_287,Sports,5392.87,560,1.5
Product_288,Electronics,9674.56,489,4.5
Product_289,Books,11150.1,313,4.7
Product_290,Beauty,10474.35,110,3.5
Product_291,Books,9228.04,101,2.6
Product_292,Sports,6033.66,937,1.7
Product_293,Fashion,11875.04,789,1.4
Product_294,Beauty,2840.95,845,4.0
Product_295,Electronics,5845.27,877,3.4
Product_296,Electronics,3480.88,445,3.5
Product_297,Home & Kitchen,2449.53,285,4.9
Product_298,Books,1423.09,114,4.4
Product_299,Books,5264.3,596,1.5
Product_300,Fashion,6715.07,936,3.2
Product_301,Home & Kitchen,14639.21,123,3.7
Product_302,Fashion,1880.62,662,4.2
Product_303,Home & Kitchen,15703.89,483,3.0
Product_304,Beauty,7090.5,484,4.0
Product_305,Electronics,572.15,738,2.0
Product_306,Books,11613.82,136,2.1
Product_307,Electronics,9896.26,328,3.0
Product_308,Electronics,10780.09,927,3.5
Product_309,Books,6941.61,221,3.3
Product_310,Books,18686.79,183,1.5
Product_311,Home & Kitchen,13368.92,66,4.2
Product_312,Beauty,8152.44,997,3.5
Product_313,Beauty,8607.76,988,2.8
Product_314,Home & Kitchen,15156.18,714,2.7
Product_315,Sports,15203.45,438,3.3
Product_316,Fashion,5818.98,842,1.1
Product_317,Fashion,8009.06,783,3.7
Product_318,Fashion,9760.87,49,2.1
Product_319,Electronics,11755.95,977,2.4
Product_320,Beauty,13023.87,732,4.5
Product_321,Sports,4573.06,920,4.4
Product_322,Sports,3705.53,302,1.1
Product_323,Beauty,12189.16,297,4.7
Product_324,Home & Kitchen,7307.31,754,2.1
Product_325,Sports,10925.03,987,4.5
Product_326,Home & Kitchen,7828.21,711,5.0
Product_327,Beauty,16161.36,985,2.5
Product_328,Home & Kitchen,1065.67,785,4.1
Product_329,Sports,10854.01,411,4.3
Product_330,Sports,1492.0,583,2.7
Product_331,Fashion,6638.84,927,3.2
Product_332,Electronics,1228.01,92,2.0
Product_333,Fashion,14747.72,366,3.6
Product_334,Home & Kitchen,802.58,22,1.0
Product_335,Beauty,10805.79,472,1.8
Product_336,Electronics,3026.99,413,3.7
Product_337,Books,660.61,936,3.5
Product_338,Books,7641.73,787,2.5
Product_339,Home & Kitchen,6646.17,569,1.3
Product_340,Electronics,2666.58,818,3.2
Product_341,Electronics,7500.26,600,3.5
Product_342,Fashion,17300.93,956,4.7
Product_343,Electronics,16851.9,642,3.7
Product_344,Sports,9244.54,605,3.3
Product_345,Home & Kitchen,4019.96,348,1.1
Product_346,Books,10124.1,161,4.1
Product_347,Home & Kitchen,13403.62,479,4.8
Product_348,Sports,5223.72,958,2.6
Product_349,Sports,19213.01,375,3.6
Product_350,Electronics,900.62,426,3.5
Product_351,Home & Kitchen,17165.09,354,4.0
Product_352,Fashion,10533.99,276,4.9
Product_353,Books,2044.3,415,1.0
Product_354,Books,10354.4,941,1.7
Product_355,Fashion,10465.05,393,4.7
Product_356,Fashion,13038.15,635,1.6
Product_357,Beauty,3054.35,541,1.6
Product_358,Electronics,10591.83,278,2.5
Product_359,Beauty,7058.0,889,1.1
Product_360,Electronics,4929.81,710,3.6
Product_361,Fashion,15263.25,350,1.3
Product_362,Beauty,9650.66,628,2.9
Product_363,Electronics,11353.35,526,3.1
Product_364,Electronics,17704.49,65,4.0
Product_365,Beauty,524.41,403,1.3
Product_366,Home & Kitchen,14138.79,607,1.4
Product_367,Books,9315.65,251,1.2
Product_368,Electronics,11039.66,655,1.1
Product_369,Electronics,16268.73,519,1.9
Product_370,Electronics,9711.81,236,2.0
Product_371,Fashion,1016.81,334,1.9
Product_372,Fashion,1600.83,367,4.7
Product_373,Home & Kitchen,1644.01,970,4.3
Product_374,Electronics,15155.01,620,4.6
Product_375,Sports,7901.15,510,1.9
Product_376,Beauty,8311.41,370,3.0
Product_377,Fashion,15534.54,464,2.0
Product_378,Beauty,7656.0,631,3.4
Product_379,Beauty,4947.88,647,5.0
Product_380,Home & Kitchen,11586.79,160,1.5
Product_381,Home & Kitchen,18846.86,25,3.4
Product_382,Fashion,1702.95,257,3.4
Product_383,Beauty,6732.71,670,3.3
Product_384,Fashion,9740.27,593,4.2
Product_385,Home & Kitchen,11302.21,812,1.7
Product_386,Electronics,6686.51,760,1.2
Product_387,Electronics,4788.68,932,3.5
Product_388,Books,10172.82,660,1.7
Product_389,Sports,5648.81,553,3.1
Product_390,Home & Kitchen,14719.23,385,4.9
Product_391,Electronics,6073.56,795,1.4
Product_392,Books,2489.38,615,1.1
Product_393,Home & Kitchen,16829.09,169,2.2
Product_394,Sports,2236.31,661,2.3
Product_395,Sports,3284.44,733,1.1
Product_396,Fashion,6559.99,640,3.6
Product_397,Books,16060.6,683,4.2
Product_398,Home & Kitchen,13562.19,28,3.4
Product_399,Sports,5690.46,16,3.6
Product_400,Fashion,12501.58,369,4.6
Product_401,Electronics,4467.61,705,1.2
Product_402,Fashion,2482.23,473,1.7
Product_403,Electronics,4641.65,575,2.8
Product_404,Beauty,2636.77,181,1.8
Product_405,Books,19704.41,801,1.5
Product_406,Fashion,8324.25,189,1.1
Product_407,Electronics,4811.28,500,1.9
Product_408,Sports,1338.25,203,2.3
Product_409,Beauty,12622.83,876,4.2
Product_410,Books,13678.18,925,2.3
Product_411,Electronics,7975.18,703,1.5
Product_412,Sports,10870.04,804,1.8
Product_413,Home & Kitchen,1388.75,495,3.1
Product_414,Beauty,3550.09,878,3.2
Product_415,Fashion,8352.38,342,5.0
Product_416,Home & Kitchen,16156.48,57,3.7
Product_417,Books,17686.54,611,4.0
Product_418,Electronics,12744.19,457,3.2
Product_419,Electronics,19929.34,631,4.8
Product_420,Fashion,16042.58,411,2.1
Product_421,Sports,1462.16,849,1.2
Product_422,Sports,9048.21,783,2.7
Product_423,Home & Kitchen,886.06,786,3.7
Product_424,Home & Kitchen,6128.3,180,3.3
Product_425,Sports,17312.85,490,4.8
Product_426,Beauty,10167.68,562,1.9
Product_427,Electronics,15860.73,803,1.2
Product_428,Fashion,2519.0,822,2.3
Product_429,Electronics,4008.45,261,3.7
Product_430,Fashion,11544.2,671,2.9
Product_431,Electronics,1477.9,407,3.1
Product_432,Electronics,8990.6,29,1.0
Product_433,Home & Kitchen,14866.05,624,3.0
Product_434,Beauty,5844.26,36,1.3
Product_435,Home & Kitchen,5195.44,961,2.5
Product_436,Beauty,12771.82,307,1.2
Product_437,Home & Kitchen,4912.31,458,2.5
Product_438,Beauty,1520.2,476,4.9
Product_439,Sports,14545.39,212,2.7
Product_440,Sports,11884.67,517,3.8
Product_441,Sports,16942.4,606,4.6
Product_442,Electronics,19768.35,90,1.8
Product_443,Fashion,13523.48,347,3.2
Product_444,Beauty,12042.6,431,2.6
Product_445,Books,8671.49,344,1.9
Product_446,Electronics,4762.81,4,1.5
Product_447,Electronics,19147.39,675,3.6
Product_448,Fashion,2938.86,874,1.9
Product_449,Books,6656.18,503,1.6
Product_450,Fashion,16312.24,332,4.7
Product_451,Beauty,2627.56,695,4.1
Product_452,Electronics,10253.05,282,3.7
Product_453,Home & Kitchen,12454.95,329,3.4
Product_454,Books,728.04,929,4.0
Product_455,Fashion,8328.59,441,2.8
Product_456,Books,8370.72,539,3.8
Product_457,Books,19375.41,626,2.8
Product_458,Home & Kitchen,14483.75,661,2.0
Product_459,Sports,5608.11,152,2.0
Product_460,Home & Kitchen,11682.3,355,3.3
Product_461,Home & Kitchen,5740.72,981,1.8
Product_462,Sports,6300.97,797,3.3
Product_463,Books,7563.22,532,2.1
Product_464,Home & Kitchen,1885.47,303,1.1
Product_465,Electronics,9442.11,307,2.5
Product_466,Books,1938.81,210,2.5
Product_467,Home & Kitchen,16516.78,555,4.8
Product_468,Books,6192.16,506,2.2
Product_469,Home & Kitchen,17781.48,595,1.2
Product_470,Electronics,14525.31,522,2.8
Product_471,Sports,8907.24,486,1.3
Product_472,Sports,2758.7,93,2.9
Product_473,Fashion,1862.45,992,3.1
Product_474,Home & Kitchen,13616.73,345,1.9
Product_475,Fashion,13044.77,688,3.8
Product_476,Books,9632.38,925,1.7
Product_477,Beauty,10947.63,334,3.8
Product_478,Sports,18462.21,908,3.8
Product_479,Sports,1481.79,710,2.4
Product_480,Home & Kitchen,3259.57,602,4.4
Product_481,Electronics,17476.29,890,3.1
Product_482,Books,4862.4,737,4.8
Product_483,Fashion,4966.74,748,3.6
Product_484,Sports,8375.88,266,3.3
Product_485,Fashion,17028.42,457,2.3
Product_486,Fashion,15052.45,724,4.3
Product_487,Electronics,17067.6,489,1.4
Product_488,Fashion,9820.65,745,3.7
Product_489,Home & Kitchen,11432.07,557,4.1
Product_490,Electronics,14049.14,310,1.4
Product_491,Home & Kitchen,1840.32,173,4.9
Product_492,Fashion,3816.08,573,1.8
Product_493,Sports,16787.29,688,4.7
Product_494,Electronics,15447.7,586,2.9
Product_495,Sports,1185.69,439,4.4
Product_496,Sports,17594.71,306,4.8
Product_497,Beauty,8747.31,781,3.9
Product_498,Electronics,15796.7,859,3.2
Product_499,Fashion,16370.63,464,3.6
Product_500,Electronics,15095.34,300,1.4
Product_501,Fashion,7363.82,839,1.7
Product_502,Sports,4067.1,260,2.0
Product_503,Beauty,12632.19,118,1.2
Product_504,Sports,9647.14,292,2.8
Product_505,Books,5676.67,535,2.4
Product_506,Home & Kitchen,18262.64,29,3.6
Product_507,Sports,1397.56,958,3.9
Product_508,Home & Kitchen,4074.28,173,1.2
Product_509,Fashion,19400.56,312,2.4
Product_510,Sports,6285.37,629,2.4
Product_511,Fashion,14380.65,236,1.4
Product_512,Electronics,10739.14,34,4.2
Product_513,Books,7505.21,447,1.7
Product_514,Home & Kitchen,19972.7,987,5.0
Product_515,Sports,3154.04,231,5.0
Product_516,Sports,4470.0,639,1.7
Product_517,Books,4382.89,872,1.9
Product_518,Fashion,3947.79,36,2.0
Product_519,Electronics,3940.33,897,1.2
Product_520,Beauty,14584.18,96,1.9
Product_521,Electronics,6270.57,294,2.8
Product_522,Electronics,12583.6,848,1.6
Product_523,Electronics,13746.05,40,4.4
Product_524,Fashion,12554.64,401,4.1
Product_525,Beauty,3495.05,95,3.8
Product_526,Beauty,11898.67,145,2.7
Product_527,Beauty,9929.39,594,1.7
Product_528,Beauty,18843.24,542,2.1
Product_529,Books,554.28,921,3.3
Product_530,Fashion,17842.56,345,4.9
Product_531,Beauty,14491.47,99,3.0
Product_532,Sports,8933.76,382,1.3
Product_533,Fashion,16082.94,194,2.4
Product_534,Home & Kitchen,9670.7,49,4.1
Product_535,Fashion,10693.2,180,3.1
Product_536,Sports,4004.17,176,4.1
Product_537,Books,4227.42,859,2.3
Product_538,Books,7564.22,28,1.3
Product_539,Beauty,5480.74,484,1.1
Product_540,Home & Kitchen,8577.66,423,2.4
Product_541,Home & Kitchen,6091.26,83,4.3
Product_542,Beauty,18090.58,199,4.4
Product_543,Fashion,2492.36,76,4.8
Product_544,Sports,2783.57,257,3.9
Product_545,Books,15740.82,480,1.5
Product_546,Beauty,4517.28,723,4.4
Product_547,Fashion,6944.74,219,2.7
Product_548,Fashion,17537.55,21,4.5
Product_549,Fashion,9346.41,58,2.8
Product_550,Beauty,11424.78,296,4.1
Product_551,Sports,15150.74,789,4.3
Product_552,Fashion,8643.33,148,2.1
Product_553,Electronics,4544.04,587,2.4
Product_554,Books,16161.2,418,2.5
Product_555,Books,1436.15,230,1.8
Product_556,Books,16648.47,426,4.6
Product_557,Beauty,18526.01,491,3.7
Product_558,Beauty,19195.59,133,1.3
Product_559,Fashion,6482.69,576,2.4
Product_560,Fashion,19422.1,44,1.7
Product_561,Fashion,18080.73,293,3.9
Product_562,Home & Kitchen,2818.45,969,2.7
Product_563,Electronics,15511.16,231,2.9
Product_564,Sports,14594.97,886,3.6
Product_565,Beauty,19736.37,742,4.4
Product_566,Beauty,19981.56,713,3.9
Product_567,Beauty,2098.1,842,1.6
Product_568,Books,19205.89,513,1.3
Product_569,Sports,17466.01,502,2.6
Product_570,Beauty,8051.22,83,3.6
Product_571,Home & Kitchen,3269.62,436,3.7
Product_572,Beauty,14193.39,270,2.0
Product_573,Beauty,15315.56,768,3.7
Product_574,Sports,7234.43,633,2.1
Product_575,Sports,16642.23,795,2.9
Product_576,Electronics,1217.32,640,3.9
Product_577,Books,9330.65,768,1.1
Product_578,Fashion,19037.69,823,2.2
Product_579,Electronics,13305.67,538,3.3
Product_580,Books,5002.22,479,2.1
Product_581,Books,13725.09,264,2.2
Product_582,Home & Kitchen,11942.65,729,1.7
Product_583,Books,18009.93,653,3.5
Product_584,Beauty,2681.96,219,4.7
Product_585,Home & Kitchen,12626.86,161,1.6
Product_586,Books,7962.49,836,2.6
Product_587,Beauty,11499.17,366,2.3
Product_588,Sports,15524.18,533,3.7
Product_589,Home & Kitchen,13791.13,200,4.9
Product_590,Sports,3583.33,839,3.2
Product_591,Fashion,6179.2,713,2.5
Product_592,Fashion,7823.92,516,4.8
Product_593,Fashion,11708.69,323,3.6
Product_594,Fashion,4989.92,911,2.4
Product_595,Sports,9202.36,940,3.3
Product_596,Sports,4663.0,185,1.9
Product_597,Electronics,6438.07,481,2.0
Product_598,Electronics,1931.68,291,2.7
Product_599,Sports,6579.93,260,4.1
Product_600,Books,5151.33,566,3.2
Product_601,Books,6310.85,222,1.6
Product_602,Sports,4638.66,799,2.8
Product_603,Fashion,3496.14,411,4.6
Product_604,Books,17420.68,531,3.7
Product_605,Beauty,9013.54,84,3.9
Product_606,Sports,15679.4,423,2.8
Product_607,Home & Kitchen,4896.33,403,4.5
Product_608,Fashion,18357.0,801,3.4
Product_609,Books,5931.41,536,4.5
Product_610,Home & Kitchen,17065.37,512,1.1
Product_611,Electronics,6235.74,307,3.5
Product_612,Books,2515.79,740,4.1
Product_613,Beauty,16598.04,18,1.5
Product_614,Electronics,2341.13,68,5.0
Product_615,Fashion,15945.82,440,2.3
Product_616,Beauty,19558.79,183,5.0
Product_617,Books,19312.31,818,2.0
Product_618,Beauty,671.55,69,1.9
Product_619,Home & Kitchen,6475.52,965,4.9
Product_620,Home & Kitchen,18955.69,605,2.6
Product_621,Electronics,9134.06,449,1.4
Product_622,Home & Kitchen,2727.17,825,4.2
Product_623,Sports,14295.97,117,4.1
Product_624,Fashion,11886.66,47,3.6
Product_625,Sports,14679.93,470,3.1
Product_626,Beauty,6353.81,281,3.1
Product_627,Fashion,19551.81,717,4.4
Product_628,Books,11582.34,63,3.1
Product_629,Home & Kitchen,15323.91,784,2.1
Product_630,Sports,8539.62,351,3.0
Product_631,Home & Kitchen,10372.04,12,2.8
Product_632,Beauty,1544.99,232,1.2
Product_633,Home & Kitchen,1808.57,249,3.0
Product_634,Beauty,17303.2,147,1.1
Product_635,Books,17649.97,428,4.7
Product_636,Beauty,9507.28,802,2.9
Product_637,Home & Kitchen,6698.26,707,3.5
Product_638,Fashion,19238.46,604,2.7
Product_639,Beauty,9823.91,20,2.2
Product_640,Electronics,1700.2,448,3.5
Product_641,Electronics,15613.2,392,1.0
Product_642,Beauty,10022.43,422,4.2
Product_643,Fashion,18652.62,967,3.6
Product_644,Books,14070.33,193,1.3
Product_645,Beauty,3969.05,729,3.7
Product_646,Books,17621.29,195,2.7
Product_647,Sports,7590.01,945,3.7
Product_648,Fashion,3044.75,263,2.4
Product_649,Beauty,4601.05,961,2.4
Product_650,Fashion,7989.87,76,3.6
Product_651,Electronics,3152.77,941,1.8
Product_652,Electronics,16718.86,586,2.6
Product_653,Beauty,15210.97,786,2.8
Product_654,Fashion,19024.64,628,4.3
Product_655,Books,16333.82,653,4.3
Product_656,Home & Kitchen,8802.44,354,3.7
Product_657,Beauty,10197.43,99,2.1
Product_658,Books,645.47,916,1.0
Product_659,Electronics,17263.12,558,4.6
Product_660,Books,18352.24,323,2.0
Product_661,Fashion,681.24,858,2.1
